-2.021976359486579895e+02,1.179395062067279953e+00,5.000000000000000000e+02,-1.010988179743289983e+01,5.896975310336399767e-02
-1.604013996571302414e+02,1.213419716339557919e+00,5.000000000000000000e+02,-1.762445769041776700e+01,1.166922512651736993e-01
-4.468066515959799290e+01,3.348262345285289432e-01,1.470000000000000000e+02,-1.897726806387677811e+01,1.275989504283414622e-01
-1.305431550741195679e+01,1.349331372683601482e-01,5.900000000000000000e+01,-1.868112043605353634e+01,1.279656597703424104e-01
-1.432236737981438637e+02,1.047212269922186412e+00,5.000000000000000000e+02,-2.490824810415805501e+01,1.739279902779345965e-01
-1.425890837907791138e+02,9.905048511489942253e-01,5.000000000000000000e+02,-3.079228988848910831e+01,2.147568333214875946e-01
-1.644057552888989449e+02,9.925558410884272043e-01,5.000000000000000000e+02,-3.747296315850960013e+01,2.536467837098345668e-01
-1.461266993135213852e+02,9.705230400598205964e-01,5.000000000000000000e+02,-4.290564996626019223e+01,2.894905965273338877e-01
-1.313849738091230392e+02,9.676906007142460631e-01,5.000000000000000000e+02,-4.732961615840333280e+01,3.234005967366794798e-01
-2.090495534241199493e+00,4.363891266153327453e-02,2.300000000000000000e+01,-4.506766012719522507e+01,3.094125125329221793e-01
-1.338562818467617035e+02,9.293265663519767461e-01,5.000000000000000000e+02,-4.950709121317355255e+01,3.404082152238749326e-01
-1.109537350833415985e+02,8.168913563547122170e-01,4.580000000000000000e+02,-5.257942340668195413e+01,3.642323722804168273e-01
-2.575642292946577072e+01,1.267757913530138669e-01,7.200000000000000000e+01,-5.123827338282114852e+01,3.523595432340466682e-01
-1.644561161398887634e+02,9.005225696933589763e-01,5.000000000000000000e+02,-5.689916552067452926e+01,3.797676945570122586e-01
-6.198769897222518921e+00,6.388419997944896900e-02,3.600000000000000000e+01,-5.436414573950192874e+01,3.639735198281340844e-01
-6.656507673859596252e+01,4.243977367212730667e-01,2.320000000000000000e+02,-5.497419228945663150e+01,3.669947306727910363e-01
-1.299633652046322823e+02,8.820099484042398519e-01,5.000000000000000000e+02,-5.872365093521541723e+01,3.927454915593635021e-01
-2.037309695035219193e+01,1.324733344538669699e-01,7.400000000000000000e+01,-5.680612323597225810e+01,3.797318837040886685e-01
-1.381776503846049309e+02,8.819536657538256108e-01,5.000000000000000000e+02,-6.087469959340388925e+01,4.048429728065754962e-01
-1.480920316651463509e+02,8.742855172438008804e-01,5.000000000000000000e+02,-6.523556619699101589e+01,4.283151000284367571e-01
-4.651432942599058151e+01,3.095354298295986406e-01,1.760000000000000000e+02,-6.429950435844099843e+01,4.223761165184948263e-01
-1.359317078851163387e+02,8.645568508155911935e-01,5.000000000000000000e+02,-6.788111453477476687e+01,4.444851532333496391e-01
-1.747802262380719185e+02,8.644214408871312427e-01,5.000000000000000000e+02,-7.322607011993962089e+01,4.654819676160387165e-01
-1.416561614871025085e+02,8.733616784115193488e-01,5.000000000000000000e+02,-7.664757468829776599e+01,4.858759531558127787e-01
-1.061267904639244080e+02,8.544879300586348814e-01,5.000000000000000000e+02,-7.812153547707909240e+01,5.043065520009538671e-01
-1.046822628416121006e+02,6.363386654993516967e-01,3.720000000000000000e+02,-7.944957184530574068e+01,5.109081576758737198e-01
-1.438188268765807152e+02,8.427146969230046025e-01,5.000000000000000000e+02,-8.266803459686948941e+01,5.274984846382302361e-01
-1.857648895680904388e+01,1.727978622241477802e-01,1.020000000000000000e+02,-7.946345731486647423e+01,5.097634535175261661e-01
-1.905343434959650040e+01,8.256896279220067580e-02,4.900000000000000000e+01,-7.644295616660298265e+01,4.884037289812598881e-01
-1.703233896009624004e+02,8.395126891222640664e-01,5.000000000000000000e+02,-8.113697783832095922e+01,5.059591769883100554e-01
-4.606060978025197983e+01,2.875908997375519749e-01,1.740000000000000000e+02,-7.938315943541751096e+01,4.950407631257721652e-01
-1.584505838751792908e+02,8.428846191215730865e-01,5.000000000000000000e+02,-8.333653065740560351e+01,5.124329559255622613e-01
-1.714217333197593689e+02,8.445170927360393653e-01,5.000000000000000000e+02,-8.774079079052329178e+01,5.290371627660861442e-01
-6.323915518820285797e+00,5.188994181142854434e-02,3.000000000000000000e+01,-8.366994702693814645e+01,5.051798017183533052e-01
-1.343113675788044930e+02,8.235126305870449359e-01,4.890000000000000000e+02,-8.620201805453146449e+01,5.210964431617879367e-01
-1.223721993491053581e+02,8.202604767034894495e-01,5.000000000000000000e+02,-8.801052711926016059e+01,5.360546448388729956e-01
-1.687863233536481857e+02,8.099467929485921758e-01,5.000000000000000000e+02,-9.204931693097955758e+01,5.497492522443589991e-01
-1.804964341595768929e+02,8.351265018240413562e-01,5.000000000000000000e+02,-9.647167279240942150e+01,5.640181147233430670e-01
-1.615185371115803719e+02,8.424793429439888515e-01,5.000000000000000000e+02,-9.972401600836796831e+01,5.779411761343753451e-01
-1.273298919312655926e+02,7.035148848247319009e-01,4.120000000000000000e+02,-1.011043098045128517e+02,5.842198615688931618e-01
-1.498000724762678146e+02,8.473217983929716146e-01,5.000000000000000000e+02,-1.035390979381005963e+02,5.973749584100971344e-01
-1.822206646949052811e+02,8.501711976381813862e-01,5.000000000000000000e+02,-1.074731762759408298e+02,6.100147703715013137e-01
-1.722698094025254250e+02,8.789667839217673029e-01,5.000000000000000000e+02,-1.107130079322700595e+02,6.234623710490145854e-01
