-2.616683486849069595e-03,9.985012412071228027e-01,5.000000000000000000e+00,2.249615259001829237e+00,-2.338291883468627930e+00,1.125836868286132812e+02
-5.833359900861978531e-03,9.970059394836425781e-01,5.000000000000000000e+00,4.403617036255722539e+00,-2.539533615112304688e+00,1.095885925292968750e+02
-9.038236923515796661e-03,9.955146908760070801e-01,5.000000000000000000e+00,6.437931679931971019e+00,-2.793372392654418945e+00,1.039875488281250000e+02
-1.399627979844808578e-02,9.931373000144958496e-01,8.000000000000000000e+00,9.777061521798888322e+00,-3.401683330535888672e+00,8.842568206787109375e+01
-1.765126362442970276e-02,9.913644790649414062e-01,6.000000000000000000e+00,1.200042290899560804e+01,-3.824244499206542969e+00,8.418545532226562500e+01
-2.084710821509361267e-02,9.896048903465270996e-01,6.000000000000000000e+00,1.411679582503906794e+01,-4.713077545166015625e+00,6.869919586181640625e+01
-2.587761357426643372e-02,9.867159128189086914e-01,1.000000000000000000e+01,1.799069794156611124e+01,-6.322109222412109375e+00,5.203032684326171875e+01
-2.790195494890213013e-02,9.855768084526062012e-01,4.000000000000000000e+00,1.887068717706672771e+01,-7.230296611785888672e+00,4.462506103515625000e+01
-3.079437464475631714e-02,9.838830232620239258e-01,6.000000000000000000e+00,2.063775125798634846e+01,-8.665460586547851562e+00,3.445471572875976562e+01
-3.471145406365394592e-02,9.822004437446594238e-01,6.000000000000000000e+00,2.232442750885729055e+01,-9.181137084960937500e+00,3.470256042480468750e+01
-4.032329469919204712e-02,9.796757698059082031e-01,9.000000000000000000e+00,2.530799465423476846e+01,-1.070341968536376953e+01,3.279991912841796875e+01
-4.347260296344757080e-02,9.782614111900329590e-01,5.000000000000000000e+00,2.629254346822678912e+01,-1.140881729125976562e+01,2.927560997009277344e+01
-4.605292901396751404e-02,9.771229028701782227e-01,4.000000000000000000e+00,2.676010377603511259e+01,-1.177212905883789062e+01,2.934848403930664062e+01
-5.133364349603652954e-02,9.751131534576416016e-01,7.000000000000000000e+00,2.859227518655051625e+01,-1.200194835662841797e+01,3.134737777709960938e+01
