-6.562895327806472778e-02,9.417400360107421875e-01,2.000000000000000000e+02,-1.000000000000000000e+01,-1.192139625549316406e+00,1.579965527298554662e-07
-1.315669417381286621e-01,8.868910074234008789e-01,2.000000000000000000e+02,-1.950000000000000000e+01,-1.058196187019348145e+00,1.569584924254741054e-07
-1.974983513355255127e-01,8.352414965629577637e-01,2.000000000000000000e+02,-2.852499999999999858e+01,-8.138521909713745117e-01,1.392119912679845584e-07
-2.634264230728149414e-01,7.866022586822509766e-01,2.000000000000000000e+02,-3.709874999999999545e+01,-4.781157672405242920e-01,1.346518274658592418e-07
-3.293543159961700439e-01,7.407955527305603027e-01,2.000000000000000000e+02,-4.524381249999999710e+01,-6.625194847583770752e-02,8.142436769276173436e-08
-3.952822685241699219e-01,6.976563930511474609e-01,2.000000000000000000e+02,-5.298162187500000186e+01,4.232564866542816162e-01,1.638135245229932480e-07
-4.612100124359130859e-01,6.570293307304382324e-01,2.000000000000000000e+02,-6.033254078125000319e+01,9.914907813072204590e-01,1.948683575392351486e-06
-5.271378159523010254e-01,6.187681555747985840e-01,2.000000000000000000e+02,-6.731591374218750445e+01,1.628310203552246094e+00,1.249872951802899479e-07
-5.930659770965576172e-01,5.827350616455078125e-01,2.000000000000000000e+02,-7.395011805507813563e+01,2.331711292266845703e+00,5.522596779883315321e-07
-6.589908599853515625e-01,5.488002896308898926e-01,2.000000000000000000e+02,-8.025261215232423240e+01,3.091292142868041992e+00,1.025639448926085606e-06
-7.249177694320678711e-01,5.168416500091552734e-01,2.000000000000000000e+02,-8.623998154470801580e+01,3.907598018646240234e+00,2.028946681775778416e-07
-7.908491492271423340e-01,4.867440760135650635e-01,2.000000000000000000e+02,-9.192798246747261715e+01,4.769137382507324219e+00,5.682310870724904817e-07
-8.567738533020019531e-01,4.583992063999176025e-01,2.000000000000000000e+02,-9.733158334409898771e+01,5.680853366851806641e+00,8.905407185011426918e-07
-9.227055907249450684e-01,4.317049682140350342e-01,2.000000000000000000e+02,-1.024650041768940412e+02,6.623260021209716797e+00,1.266775370822870173e-06
-9.886292219161987305e-01,4.065667986869812012e-01,2.000000000000000000e+02,-1.073417539680493462e+02,7.607810497283935547e+00,6.862977670607506298e-07
-1.054556846618652344e+00,3.828909397125244141e-01,2.000000000000000000e+02,-1.119746662696468746e+02,8.621230125427246094e+00,4.300132445678173099e-07
-1.120473623275756836e+00,3.605952560901641846e-01,2.000000000000000000e+02,-1.163759329561645330e+02,9.665706634521484375e+00,1.742597305565141141e-06
-1.186394691467285156e+00,3.396005332469940186e-01,2.000000000000000000e+02,-1.205571363083563057e+02,1.073129463195800781e+01,2.605631152619025670e-06
-1.252306699752807617e+00,3.198281824588775635e-01,2.000000000000000000e+02,-1.245292794929384854e+02,1.182182312011718750e+01,1.089260604203445837e-05
-1.318218469619750977e+00,3.012070059776306152e-01,2.000000000000000000e+02,-1.283028155182915668e+02,1.293184280395507812e+01,3.810255293501541018e-05
-1.384112596511840820e+00,2.836700379848480225e-01,2.000000000000000000e+02,-1.318876747423769871e+02,1.404962253570556641e+01,1.873386509032570757e-06
-1.450043320655822754e+00,2.671540677547454834e-01,2.000000000000000000e+02,-1.352932910052581406e+02,1.517615699768066406e+01,1.914320091600529850e-05
-1.515962362289428711e+00,2.515997290611267090e-01,2.000000000000000000e+02,-1.385286264549952193e+02,1.633507537841796875e+01,4.130448724026791751e-05
-1.581853628158569336e+00,2.369509935379028320e-01,2.000000000000000000e+02,-1.416021951322454697e+02,1.750316238403320312e+01,2.631882671266794205e-05
-1.647783279418945312e+00,2.231551408767700195e-01,2.000000000000000000e+02,-1.445220853756331962e+02,1.865050125122070312e+01,2.462636757627478801e-06
-1.713689684867858887e+00,2.101625055074691772e-01,2.000000000000000000e+02,-1.472959811068515421e+02,1.982166671752929688e+01,7.010769422777229920e-06
-1.779590964317321777e+00,1.979263424873352051e-01,2.000000000000000000e+02,-1.499311820515089551e+02,2.098876953125000000e+01,1.192624586110468954e-05
-1.845542073249816895e+00,1.864026039838790894e-01,2.000000000000000000e+02,-1.524346229489335087e+02,2.216959190368652344e+01,1.976729890884598717e-06
-1.911400794982910156e+00,1.755498051643371582e-01,2.000000000000000000e+02,-1.548128918014868418e+02,2.334916114807128906e+01,2.234638304798863828e-05
-1.977359890937805176e+00,1.653288751840591431e-01,2.000000000000000000e+02,-1.570722472114125026e+02,2.452630996704101562e+01,1.299592713621677831e-05
-2.043082714080810547e+00,1.557030230760574341e-01,2.000000000000000000e+02,-1.592186348508418803e+02,2.569111824035644531e+01,3.689234290504828095e-05
-2.109111547470092773e+00,1.466376334428787231e-01,2.000000000000000000e+02,-1.612577031082997792e+02,2.685283088684082031e+01,8.210567102651111782e-06
-2.175052881240844727e+00,1.381000280380249023e-01,2.000000000000000000e+02,-1.631948179528847902e+02,2.801066780090332031e+01,3.823302904493175447e-06
-2.241001129150390625e+00,1.300595104694366455e-01,2.000000000000000000e+02,-1.650350770552405493e+02,2.916485214233398438e+01,8.039174645091407001e-06
-2.306672096252441406e+00,1.224871277809143066e-01,2.000000000000000000e+02,-1.667833232024785275e+02,3.032800483703613281e+01,1.693392841843888164e-04
-2.372771501541137695e+00,1.153556331992149353e-01,2.000000000000000000e+02,-1.684441570423545897e+02,3.146723175048828125e+01,1.139376490755239502e-05
-2.438681125640869141e+00,1.086393520236015320e-01,2.000000000000000000e+02,-1.700219491902368532e+02,3.259894943237304688e+01,5.277417585602961481e-06
-2.504550457000732422e+00,1.023141145706176758e-01,2.000000000000000000e+02,-1.715208517307250133e+02,3.371920776367187500e+01,7.578796612506266683e-06
-2.570491790771484375e+00,9.635713696479797363e-02,2.000000000000000000e+02,-1.729448091441887527e+02,3.483698654174804688e+01,1.992352372326422483e-05
-2.636446237564086914e+00,9.074699878692626953e-02,2.000000000000000000e+02,-1.742975686869793037e+02,3.593925476074218750e+01,9.383215001435019076e-06
-2.702312946319580078e+00,8.546348661184310913e-02,2.000000000000000000e+02,-1.755826902526303286e+02,3.703892898559570312e+01,1.280464639421552420e-04
-2.768073081970214844e+00,8.048760145902633667e-02,2.000000000000000000e+02,-1.768035557399988136e+02,3.812076187133789062e+01,1.332264946540817618e-05
