4.448857348598539829e+01,7.646843981929123402e-01,7.800000000000000000e+01
-8.834054384008049965e+01,8.605008030822500587e+02,5.000000000000000000e+02
-1.032549627162516117e+02,2.437432676106691360e+02,5.000000000000000000e+02
2.908653121069073677e+01,5.442425034195184708e+01,1.740000000000000000e+02
4.734661120176315308e+01,9.441525544971227646e+00,2.300000000000000000e+01
-3.183768661692738533e+00,3.734623284041881561e+02,2.930000000000000000e+02
-4.187845695670694113e+01,6.666820671632885933e+02,4.640000000000000000e+02
4.016978684440255165e+01,1.614038214571774006e+02,1.360000000000000000e+02
4.074200955592095852e+01,1.243156098797917366e+02,7.100000000000000000e+01
-1.205352245401591063e+02,8.822378854975104332e+02,5.000000000000000000e+02
1.486163462884724140e+01,2.861394278928637505e+02,2.230000000000000000e+02
-6.063431279733777046e+01,7.750917636901140213e+02,5.000000000000000000e+02
-2.610007013007998466e+01,5.593798395469784737e+02,3.650000000000000000e+02
-1.217868430502712727e+02,5.292058085799217224e+02,5.000000000000000000e+02
-1.081365145649760962e+02,3.687401808798313141e+02,5.000000000000000000e+02
-9.602789450995624065e+01,2.017564406283199787e+02,5.000000000000000000e+02
-1.937776330392807722e+01,9.108756273053586483e+01,2.020000000000000000e+02
-3.775294145569205284e+01,3.609948692433536053e+02,4.960000000000000000e+02
-2.555358169972896576e+01,2.938438992090523243e+02,4.070000000000000000e+02
-3.996338129043579102e+01,5.112022014819085598e+02,4.520000000000000000e+02
4.512299184594303370e+01,2.409839877113699913e+01,3.200000000000000000e+01
4.032255213893949986e+01,1.401669887602329254e+02,7.200000000000000000e+01
1.422400225885212421e+00,2.009669722616672516e+02,1.570000000000000000e+02
-1.186120533198118210e+01,4.485282702371478081e+02,2.000000000000000000e+02
-7.042434887122362852e+01,1.152612506113946438e+03,5.000000000000000000e+02
-4.388642046414315701e+01,6.548970961794257164e+02,3.740000000000000000e+02
-1.143749054688960314e+02,1.048631404630839825e+03,5.000000000000000000e+02
1.515066442266106606e+01,2.861251051500439644e+02,2.010000000000000000e+02
-5.319010371714830399e+01,6.326272851973772049e+02,5.000000000000000000e+02
4.573788199573755264e+00,9.710995287820696831e+01,1.790000000000000000e+02
-1.438663329370319843e+01,4.958348541855812073e+02,4.350000000000000000e+02
-9.278013054840266705e+01,4.267650280334055424e+02,5.000000000000000000e+02
-9.071950833871960640e+01,4.791094824224710464e+02,5.000000000000000000e+02
-1.545520321074873209e+02,3.306326338537037373e+02,5.000000000000000000e+02
-8.756844644993543625e+01,2.278112542070448399e+02,4.490000000000000000e+02
-1.420146735608577728e+02,3.426653275713324547e+02,5.000000000000000000e+02
-1.151650799829512835e+02,3.415205014646053314e+02,5.000000000000000000e+02
-9.314075507968664169e+01,1.849704768471419811e+02,5.000000000000000000e+02
4.957601422257721424e+01,7.747548371553421021e-01,9.000000000000000000e+00
3.555298251938074827e+01,6.218644158542156219e+01,5.300000000000000000e+01
-1.241821172600612044e+01,2.744962793402373791e+02,2.790000000000000000e+02
-1.480542802484706044e+02,5.203549501951783895e+02,5.000000000000000000e+02
-1.761977469753473997e+02,3.889082599505782127e+02,5.000000000000000000e+02
-8.498615049943327904e+01,2.311524566151201725e+02,4.270000000000000000e+02
-2.211227598786354065e+01,3.636408243253827095e+02,3.400000000000000000e+02
4.245350517518818378e+01,4.011099455505609512e+01,6.200000000000000000e+01
-1.024062799708917737e+02,4.451654715985059738e+02,5.000000000000000000e+02
-1.454722310472279787e+02,3.790105397999286652e+02,5.000000000000000000e+02
-7.927605580724775791e+01,2.825981593653559685e+02,5.000000000000000000e+02
-8.600212086178362370e+01,2.339464088194072247e+02,5.000000000000000000e+02
-1.558732904233038425e+02,4.523063436150550842e+01,5.000000000000000000e+02
3.740008368901908398e+01,5.890598207712173462e+00,7.000000000000000000e+01
-1.119250569622963667e+02,1.536863225139677525e+02,5.000000000000000000e+02
-1.353918124660849571e+02,1.915658887326717377e+02,5.000000000000000000e+02
-1.055349214086309075e+02,1.755480469688773155e+02,5.000000000000000000e+02
-4.960581162944436073e+01,9.820570860616862774e+01,2.940000000000000000e+02
3.120896825194358826e+01,5.313358014822006226e+01,7.500000000000000000e+01
5.849199778400361538e+00,1.454645023979246616e+02,1.360000000000000000e+02
-1.693882235456258059e+02,5.120960674136877060e+02,5.000000000000000000e+02
1.335779227316379547e+01,1.159884673282504082e+02,1.600000000000000000e+02
-1.116575352940708399e+02,5.889302047155797482e+02,5.000000000000000000e+02
4.680409786757081747e+01,4.439294756203889847e+01,3.900000000000000000e+01
2.969560022745281458e+01,1.379229825884103775e+02,1.070000000000000000e+02
6.169138448312878609e+00,5.903548304364085197e+02,3.510000000000000000e+02
-2.528510616160929203e+01,4.277642758488655090e+02,2.540000000000000000e+02
-1.137454925738275051e+02,7.470454956144094467e+02,5.000000000000000000e+02
-1.032935116719454527e+01,1.861490741521120071e+02,1.940000000000000000e+02
-1.457714424319565296e+02,5.285407559946179390e+02,5.000000000000000000e+02
1.701435570605099201e+00,3.767485108003020287e+02,3.930000000000000000e+02
-8.103297904413193464e+01,4.741319335550069809e+02,5.000000000000000000e+02
-1.585465898066759109e+02,3.452535290569067001e+02,5.000000000000000000e+02
