-9.868818438984453678e+01,8.127256011907011271e+02,5.000000000000000000e+02
-5.861293878406286240e-01,2.302764415284618735e+02,4.860000000000000000e+02
-3.216317140776664019e+01,2.064212298486381769e+02,2.900000000000000000e+02
-9.245147160626947880e+01,5.430076276939362288e+02,4.540000000000000000e+02
-1.076087442561984062e+02,7.077643168009817600e+02,5.000000000000000000e+02
-1.208596810437738895e+02,5.926068913117051125e+02,5.000000000000000000e+02
1.578472671750932932e+01,1.631110364422202110e+02,1.760000000000000000e+02
-1.365012823455035686e+02,5.606592818126082420e+02,5.000000000000000000e+02
2.895572850946336985e+00,1.836117130853235722e+02,2.590000000000000000e+02
4.368299697339534760e+01,3.114720724523067474e+01,3.200000000000000000e+01
-4.020898351445794106e+00,3.128873841986060143e+02,2.720000000000000000e+02
-1.294625295195728540e+02,5.791820129379630089e+02,5.000000000000000000e+02
4.980752843804657459e+01,4.010520711541175842e+00,5.000000000000000000e+00
-1.506619434915482998e+02,7.045540473237633705e+02,5.000000000000000000e+02
4.991301714070141315e+01,1.190458700060844421e+00,4.000000000000000000e+00
2.463756921794265509e+01,1.093928566426038742e+02,8.200000000000000000e+01
-1.055854615960270166e+02,1.031697874024510384e+03,5.000000000000000000e+02
4.982669991627335548e+01,1.619958087801933289e+00,7.000000000000000000e+00
-1.312594349868595600e+02,6.569831495136022568e+02,5.000000000000000000e+02
-1.216214750465005636e+02,4.337161153480410576e+02,5.000000000000000000e+02
-1.079844062123447657e+02,3.164872313179075718e+02,5.000000000000000000e+02
-1.275189605914056301e+01,4.421146916225552559e+01,2.120000000000000000e+02
3.039897354319691658e-01,1.734411703832447529e+02,2.220000000000000000e+02
2.361137336120009422e-01,3.472220177873969078e+02,2.840000000000000000e+02
-1.376698924638330936e+02,4.498891495913267136e+02,5.000000000000000000e+02
3.761717026773840189e+01,1.374742513522505760e+02,8.500000000000000000e+01
6.246123473159968853e+00,1.725286230593919754e+02,1.640000000000000000e+02
-1.045044033741578460e+02,6.881979257687926292e+02,5.000000000000000000e+02
1.782297835499048233e+01,2.704338678792119026e+02,1.400000000000000000e+02
-1.566735679209232330e+02,5.980755526572465897e+02,5.000000000000000000e+02
1.198723438009619713e+01,1.922791787907481194e+02,2.780000000000000000e+02
-4.591279950272291899e+01,3.936305270269513130e+02,4.150000000000000000e+02
-1.287145612761378288e+01,3.518608141392469406e+02,2.940000000000000000e+02
-9.796059464570134878e+01,5.618459602817893028e+02,5.000000000000000000e+02
-1.369288910161703825e+02,5.480931926444172859e+02,5.000000000000000000e+02
-1.077356639094650745e+02,4.089426653571426868e+02,5.000000000000000000e+02
-8.543184841796755791e+01,1.923350342493504286e+02,5.000000000000000000e+02
1.631974987033754587e+01,1.491317931935191154e+01,1.940000000000000000e+02
