-1.866665257439017296e+02,1.457984389125236291e+01,5.000000000000000000e+02,-9.333326287195086834e+00
-1.851287873387336731e+02,1.482301306445150146e+01,5.000000000000000000e+02,-1.812309933977201837e+01
-1.341079220399260521e+02,1.247193575291230339e+01,4.530000000000000000e+02,-2.392234047477971970e+01
-4.130583889782428741e+00,6.791627984493969761e-01,2.700000000000000000e+01,-2.293275264552985604e+01
-8.525529775768518448e+01,6.301923011030469368e+00,2.610000000000000000e+02,-2.604887990113762442e+01
-1.390538993254303932e+02,1.170500445738434614e+01,5.000000000000000000e+02,-3.169913087235226357e+01
-1.510463150367140770e+02,1.079837086983024719e+01,5.000000000000000000e+02,-3.766649008057035530e+01
-7.917473258264362812e+01,6.878632341378500215e+00,3.660000000000000000e+02,-3.974190220567401610e+01
-1.316381268799304962e+02,7.824636102986659125e+00,5.000000000000000000e+02,-4.433671343938684117e+01
-1.798650971800088882e+02,8.351541083239551355e+00,5.000000000000000000e+02,-5.111313262641794353e+01
-2.297838542610406876e+01,1.580782837633575744e+00,9.000000000000000000e+01,-4.970639526640224659e+01
-1.446925114914774895e+02,7.895185174220904045e+00,5.000000000000000000e+02,-5.445570107765600909e+01
-1.799617560207843781e+01,1.206230730017913144e+00,7.800000000000000000e+01,-5.263272480387713159e+01
-1.737711860090494156e+02,8.850837106084711081e+00,5.000000000000000000e+02,-5.868964786413575041e+01
-4.595140151679515839e+00,6.465228866519672213e-01,3.100000000000000000e+01,-5.598492247851294223e+01
-1.553645198382437229e+02,9.570874822658623771e+00,4.800000000000000000e+02,-6.095390234649948269e+01
-1.529935558885335922e+01,1.431145783779876668e+00,6.500000000000000000e+01,-5.867117500861717616e+01
-1.051131294369697571e+02,7.393824563760842850e+00,3.720000000000000000e+02,-6.099327273003480343e+01
-1.382325529381632805e+02,9.772788228400576926e+00,5.000000000000000000e+02,-6.485523674044122799e+01
-1.995087809860706329e+00,3.650827922725251584e-01,1.900000000000000000e+01,-6.171222929391220191e+01
-1.607066986188292503e+02,9.602018628735088157e+00,5.000000000000000000e+02,-6.666195276015805860e+01
-2.268529213219881058e+01,1.278120890658880571e+00,7.000000000000000000e+01,-6.446311972876009122e+01
-1.119187743589282036e+02,6.700195197415138360e+00,3.960000000000000000e+02,-6.683590246026849968e+01
-3.627847307920455933e+01,2.136903009909606244e+00,1.380000000000000000e+02,-6.530803099121530408e+01
-4.510332114994525909e+00,3.820624476564782324e-01,2.600000000000000000e+01,-6.226814604740426518e+01
-6.979008994996547699e+00,5.243821055628360428e-01,3.400000000000000000e+01,-5.950368919478388108e+01
-1.101082912012934685e+02,5.775729210182490192e+00,3.760000000000000000e+02,-6.203391929510936365e+01
